,Type_of_course_Aggregate,Type_of_Fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Passing_0.6_mm_Sieve_(%),Target_Mean_Strength_(Npermm2),Cement_O.P.C_(Kgperm3),WaterCement_Ratio,Water_Content_(Kgperm3),,Additive_Type_&_Dosage_(per100_kg_of_cement),Total_Aggregate_(Kgperm3),Fine_Aggregate_(Kgperm3),Coarse_Aggregate_(Kgperm3),Workability_Slump_(mm),Hardened_Concrete_Desnity_(avg.),7_day_str,28_day_str,Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Passing_0.6mm_Sieve(%),Additive_Type_&_Dos._(per100_Kg_of_cement),Admix_type,Admix_dosage
1507,0,0,20,0,43,370,0.51,190,,0,1880,715,1165,120,2461,35.9,43.8,Crushed,Natural,24.9,0,,
1508,0,0,20,0,43,375,0.51,190,,0,1885,760,1125,175,2457,30.5,0,Crushed,Natural,24.5,Type SP Gold* Dos. 3.5 lit,Type SP Gold, Dos. 3.5 lit
1509,0,0,20,0,43,375,0.51,190,,0,1885,760,1125,175,2456,30.5,33.4,Crushed,Natural,24.5,Type SP Gold* Dos. 3.5 lit,Type SP Gold, Dos. 3.5 lit
1510,0,0,40,0,43,355,0.48,170,,0,1865,745,1120,170,2393,35.5,44.1,Natural,Natural,24.4,Euro Plast 8600 * Dos. 0.75 lit,Euro Plast 8600 , Dos. 0.75 lit
1511,0,0,40,0,43,355,0.48,170,,0,1865,745,1120,170,2393,35.3,0,Natural,Natural,24.4,Euro PLAST 8600* Dos. 0.75,Euro PLAST 8600, Dos. 0.75
1512,0,0,40,0,43,350,0.48,170,,0,1870,785,1085,210,2400,36.9,43.3,Natural,Natural,24.1,RHEOBUILD * LD80 * 3500 ML/m3,RHEOBUILD , LD80 * 3500 ML/m3
1513,0,0,20,0,43,325,0.48,157,,0,1923,805,1118,130,2404,35.4,43.1,Natural,Natural,24.1,RHEOBUILD * LD80 * 3250 ML/m3,RHEOBUILD , LD80 * 3250 ML/m3
1514,0,0,20,0,43,300,0.48,145,,0,1980,830,1150,80,2423,34.7,43.2,Natural,Natural,24.1,RHEOBUILD * LD80 * 3000 ML/m3,RHEOBUILD , LD80 * 3000 ML/m3
1515,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,170,2453,38.7,0,Crushed,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1516,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,170,2455,38.7,47.2,Crushed,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1517,0,0,40,0,43,365,0.44,160,,0,1875,695,1180,140,2401,33.7,0,Natural,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1518,0,0,40,0,43,365,0.44,160,,0,1875,695,1180,140,2405,33.7,46,Natural,Natural,24,Type Euro 8600* Dos. 1.0 lit,Type Euro 8600, Dos. 1.0 lit
1519,0,0,20,0,43,365,0.48,175,,0,1840,660,1062,150,2385,25.8,0,Natural,Natural,23.5,0,,
1520,0,0,20,0,43,365,0.48,175,,0,1840,660,1062,150,2385,25.8,38.2,Natural,Natural,23.5,0,,
1521,0,0,20,0,43,400,0.54,215,,0,1775,675,1100,150,2394,31.2,45.4,Crushed,Natural,22.4,0,,
1522,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2406,34.6,0,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1523,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2404,34.5,0,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1524,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2407,34.6,41.5,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1525,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2403,34.5,37,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1526,0,0,20,0,43,375,0.49,185,,0,1890,720,1170,140,2450,30.7,40.6,Crushed,Natural,21,Type Rehobuild 850 * Dos. 1.4 lit,Type Rehobuild 850 , Dos. 1.4 lit
1527,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,100,2443,27.6,35.4,Crushed,Natural,20.6,Type R2004 * Dos 1.25 lit,Type R2004 , Dos 1.25 lit
1528,0,0,20,0,43,400,0.45,180,,0,1800,774,1026,220,2391,34.6,0,Natural,Natural,19.5,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1529,0,0,20,0,43,400,0.45,180,,0,1800,774,1062,220,2391.3,34.6,47.4,Natural,Natural,19.5,Type SP * Dos. 1.0 lit,Type SP , Dos. 1.0 lit
1530,0,0,20,0,43,350,0.47,165,,0,1885,811,1074,210,2508,28.3,37.4,Natural,Natural,19.5,Type SP 432 * Dos. 0.75 lit,Type SP 432 , Dos. 0.75 lit
1531,0,0,20,0,43,350,0.47,165,,0,1885,811,1074,210,2404,28.3,0,Natural,Natural,19.5,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1532,0,0,40,0,43,375,0.45,170,,0,1855,670,1185,95,2406,31.3,36.1,Natural,Natural,19.5,0,,
1533,0,0,40,0,43,375,0.45,170,,0,1855,670,1185,95,2409,31.3,0,Natural,Natural,19.5,0,,
1534,0,0,40,0,43,375,0.44,165,,0,1860,650,1210,190,2401,32.6,0,Natural,Natural,19.2,Type * Dos. 1.2 lit,Type , Dos. 1.2 lit
1535,0,0,40,0,43,375,0.44,165,,0,1860,650,1210,190,2400.5,32.6,0,Natural,Natural,19.2,Type * Dos. 1.2 lit,Type , Dos. 1.2 lit
1536,0,0,40,0,43,375,0.44,165,,0,1860,650,1210,190,2402,32.6,46.7,Natural,Natural,19.2,Type * Dos. 1.2 lit,Type , Dos. 1.2 lit
1537,0,0,20,0,43,375,0.48,180,,0,1850,700,1150,130,2404,27.2,0,Natural,Natural,19,0,,
1538,0,0,20,0,43,375,0.48,180,,0,1850,700,1150,130,2403.3,27.2,34.5,Natural,Natural,19,0,,
1539,0,0,20,0,43,300,0.48,145,,0,1980,830,1150,110,2424,35.5,44.1,Natural,Natural,18.1,RHEOBUILD * LD80 * 3000 ML/m3,RHEOBUILD , LD80 * 3000 ML/m3
1540,0,0,40,0,43,375,0.46,170,,0,1855,670,1185,100,2404,24.6,0,Natural,Natural,17.1,0,,
1541,0,0,40,0,43,375,0.46,170,,0,1855,670,1185,100,2403,24.6,29.7,Natural,Natural,17.1,0,,
1542,0,0,40,0,43,375,0.44,165,,0,1860,690,1170,165,2405,30.4,37.5,Natural,Natural,17,Type SP901 * Dos. 0.75 lit,Type SP901 , Dos. 0.75 lit
1543,0,0,40,0,43,375,0.44,165,,0,1860,690,1170,165,2405,30.4,0,Natural,Natural,17,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1544,0,0,40,0,43,375,0.48,180,,0,1845,700,1140,100,2404,22.4,0,Natural,Natural,14.9,0,,
1545,0,0,40,0,43,375,0.48,180,,0,1845,700,1140,100,2396,22.4,29.1,Natural,Natural,14.9,0,,
1546,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,180,2405,26.1,0,Crushed,Natural,14.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1547,0,0,40,0,43,375,0.48,180,,0,1845,685,1160,180,2405,26.1,30,Crushed,Natural,14.7,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1548,0,0,20,0,43,375,0.47,175,,0,1850,700,1150,150,2404,24.1,26.5,Natural,Natural,0,Type Kemia Crete 850* Dos 0.75 lit,Type Kemia Crete 850, Dos 0.75 lit
1549,0,0,20,0,43,350,0.46,160,,0,1890,715,1175,220,2403,28.1,31.4,Natural,Natural,50,Type SD2-Gold * Dos 1.0 lit,Type SD2-Gold , Dos 1.0 lit
1550,0,0,20,0,43,400,0.45,180,,0,1880,780,1100,120,2459,41.4,51.5,Crushed,Natural,33.4,Conplast SP 377 * 1.0 lit & RP 264 0.5 lit,Conplast SP 377 , 1.0 lit & RP 264 0.5 lit
1551,0,0,20,0,43,375,0.49,185,,0,1885,755,1135,150,2452,34.9,43.2,Crushed,Natural,33.4,Complast SP 337 * Dos. 0.8 & Complsat 264 * Dos. 0.5 lit,Complast SP 337 , Dos. 0.8 & Complsat 264 * Dos. 0.5 lit
1552,0,0,20,0,43,370,0.51,190,,0,1880,715,1165,120,2446,35.9,0,Crushed,Natural,24.9,Rheobuild 850 1.0 lit,Rheobuild 850 1.0 lit,
1553,0,0,20,0,43,360,0.46,165,,0,1875,695,1180,140,2402.5,32.2,34.1,Natural,Natural,61.1,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1554,0,0,20,0,43,400,0.45,180,,0,1305,725,1080,230,2386,30.3,34.5,Natural,Natural,48,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1555,0,0,20,0,43,375,0.48,180,,0,1825,675,1150,200,2386,37.2,34.6,Natural,Natural,52.2,CONPLAST RB264 *0.7 LIT,CONPLAST RB264 ,0.7 LIT
1556,0,0,20,0,43,365,0.45,165,,0,1940,815,1125,140,2478,37.4,0,Crushed,Natural,43.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1557,0,0,20,0,43,365,0.45,165,,0,1940,815,1125,140,2481,37.4,48.6,Crushed,Natural,43.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1558,0,0,20,0,43,365,0.44,160,,0,1875,695,1180,195,2404,27.7,35,Natural,Natural,42,Rehobuild 0.75 lit,Rehobuild 0.75 lit,
1559,0,0,20,0,43,375,0.48,165,,0,1860,710,1150,120,2408,29.4,36,Natural,Natural,0,Type SP901 Dos. 3.0 lit/m3,Type SP901 Dos. 3.0 lit/m3,
1560,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2403,34.5,37,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1561,0,0,20,0,43,400,0.45,180,,0,1845,590,1255,170,2433,35.7,0,Crushed,Natural,49.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1562,0,0,20,0,43,350,0.47,165,,0,1885,811,1074,210,2508,28.3,37.4,Natural,Natural,19.5,Type SP 432 * Dos. 0.75 lit,Type SP 432 , Dos. 0.75 lit
1563,0,0,20,0,43,400,0.45,180,,0,1845,590,1255,170,2442,35.7,49,Crushed,Natural,49.5,SP 432 MS 1.0 lit,SP 432 MS 1.0 lit,
1564,0,0,20,0,43,340,0.47,160,,0,1900,760,1140,195,2403,25.9,37.5,Natural,Natural,55,Type Conplast 264 0.56 lit and SP 432 0.98 lit,Type Conplast 264 0.56 lit and SP 432 0.98 lit,
1565,0,0,20,0,43,410,0.44,180,,0,1860,360,1200,210,2455,42.6,0,Crushed,Natural,65,R2004 * Dos 1.65 lit,R2004 , Dos 1.65 lit
1566,0,0,20,0,43,410,0.44,180,,0,1860,660,1200,210,2454,42.6,52.5,Crushed,Natural,65,R2004 * Dos 1.65 lit,R2004 , Dos 1.65 lit
1567,0,0,20,0,43,365,0.52,190,,0,1885,735,1250,200,2445,37.9,0,Crushed,Natural,42.1,Type * Rho Build 850 * Dos 1.25 lit,Type , Rho Build 850 * Dos 1.25 lit
1568,0,0,20,0,43,400,0.48,190,,0,1850,575,1275,190,2445.5,39.2,0,Crushed,Natural,92.8,Type R2004 * Dos 1.25 lit,Type R2004 , Dos 1.25 lit
1569,0,0,20,0,43,365,0.52,190,,0,1885,735,1150,200,2445.1,37.9,48.7,Crushed,Natural,42.1,Type * RHEOBUILD 850 * Dos. 1.25 lit,Type , RHEOBUILD 850 * Dos. 1.25 lit
1570,0,0,20,0,43,365,0.52,190,,0,1885,735,1150,200,2445.1,37.9,48.7,Crushed,Natural,42.1,Type * RHEOBUILD 850 * Dos. 1.25 lit,Type , RHEOBUILD 850 * Dos. 1.25 lit
1571,0,0,20,0,43,400,0.48,190,,0,1850,575,1275,190,2444.2,39.2,44.8,Crushed,Natural,92.8,Type R2004 * Dos 1.25 lit,Type R2004 , Dos 1.25 lit
1572,0,0,20,0,43,370,0.46,170,,0,1860,670,1190,200,2394,35.7,38.2,Natural,Natural,73,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1573,0,0,20,0,43,375,0.51,190,,0,1875,750,1125,95,2444,36.3,0,Crushed,Natural,53.2,Sikament R2004 dosage 1.25 lit,Sikament R2004 dosage 1.25 lit,
1574,0,0,20,0,43,375,0.48,180,,0,1875,770,1105,200,2442.7,36.5,46.6,Crushed,Natural,33.8,Type * RHEOBUILD 850 * Dos. 0.8 lit,Type , RHEOBUILD 850 * Dos. 0.8 lit
1575,0,0,20,0,43,375,0.51,190,,0,1875,695,1180,130,2440.67,38.1,0,Crushed,Natural,54.9,Sikament SR.XR * Dos. 0.4 & SP Sikament 163 M 0.9 lit,Sikament SR.XR , Dos. 0.4 & SP Sikament 163 M 0.9 lit
1576,0,0,20,0,43,360,0.49,185,,0,1905,745,1150,170,2457.3,37,0,Crushed,Natural,51.8,Sp 432 0.9 lit,Sp 432 0.9 lit,
1577,0,0,20,0,43,375,0.51,190,,0,1875,715,1160,195,2447,41.9,0,Crushed,Natural,42.3,KEMFLOW 2008R dosage 1.0 lit,KEMFLOW 2008R dosage 1.0 lit,
1578,0,0,20,0,43,400,0.45,180,,0,1880,620,1260,180,2454,39.5,0,Crushed,Natural,85.4,Reho Build 850 * Dos 1.25 lit,Reho Build 850 , Dos 1.25 lit
1579,0,0,20,0,43,400,0.45,180,,0,1880,620,1260,180,2453.3,39.5,0,Crushed,Natural,85.4,Reho Build 850 * Dos. 1.25 lit,Reho Build 850 , Dos. 1.25 lit
1580,0,0,20,0,43,400,0.45,180,,0,1880,620,1260,180,2453.3,39.5,0,Crushed,Natural,85.4,Reho Build 850 * Dos. 1.25 lit,Reho Build 850 , Dos. 1.25 lit
1581,0,0,20,0,43,375,0.51,190,,0,1875,695,1180,130,2444,38.1,51.2,Crushed,Natural,54.9,Sikament SR.XR * Dos. 0.4 & SP Sikament 163 M 0.9 lit ,Sikament SR.XR , Dos. 0.4 & SP Sikament 163 M 0.9 lit 
1582,0,0,20,0,43,360,0.49,185,,0,1905,745,1150,170,2456,37,50.1,Crushed,Natural,51.8,Sp 432 0.9 lit,Sp 432 0.9 lit,
1583,0,0,20,0,43,370,0.52,190,,0,1880,695,1185,170,2442,25.9,0,Crushed,Natural,52.7,Reho Build 850 * Dos. 1.0 lit,Reho Build 850 , Dos. 1.0 lit
1584,0,0,20,0,43,370,0.52,190,,0,1880,695,1185,170,2443,25.9,35.7,Crushed,Natural,52.7,Reho Build 850 * Dos 1.0 lit,Reho Build 850 , Dos 1.0 lit
1585,0,0,20,0,43,400,0.4,160,,0,1840,735,1105,160,2443,30.2,38.3,Natural,Natural,42.9,SP 432 Dos * 0.75 lit,SP 432 Dos , 0.75 lit
1586,0,0,20,0,43,365,0.52,190,,0,1870,710,1160,160,2424.67,31.1,0,Crushed,Natural,66.4,BASF - 850 * Dos 1.0 lit,BASF - 850 , Dos 1.0 lit
1587,0,0,20,0,43,350,0.47,165,,0,1885,715,1170,180,2404,34.3,38.5,Natural,Natural,25,Type SP Gold* Dos. 1.0 lit,Type SP Gold, Dos. 1.0 lit
1588,0,0,20,0,43,365,0.52,190,,0,1870,710,1160,160,2627,31.1,44.2,Crushed,Natural,66.4,BASF - 850 * Dos 1.0 lit,BASF - 850 , Dos 1.0 lit
1589,0,0,20,0,43,365,0.44,160,,0,1875,715,1160,170,2403,33,39.4,Natural,Natural,0,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1590,0,0,20,0,38.5,450,0.33,150,,0,1880,750,1130,215,2481,37.1,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1591,0,0,20,0,38.5,400,0.42,168,,0,1860,780,1080,200,2470,29.6,0,Crushed,Natural,34.8,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1592,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,0,0,0,0,Crushed,Natural,42.9,S.P Type G 1.25 lit,S.P Type G 1.25 lit,
1593,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,200,2452,38.2,0,Crushed,Natural,42.9,S.P Type G * Dos 1.25 lit,S.P Type G , Dos 1.25 lit
1594,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,200,2452,38.2,0,Crushed,Natural,42.9,S.P Type G * Dos 1.25 lit,S.P Type G , Dos 1.25 lit
1595,0,0,20,0,43,365,0.52,190,,0,1870,820,1050,160,2428,29.6,0,Crushed,Natural,42.9,Rehobuild - 850 * Dos 1.25 lit,Rehobuild - 850 , Dos 1.25 lit
1596,0,0,20,0,43,400,0.47,190,,0,1860,800,1060,200,2454.1,38.2,47.8,Crushed,Natural,42.9,S.P Type G * Dos 1.25 lit,S.P Type G , Dos 1.25 lit
1597,0,0,20,0,43,365,0.52,190,,0,1870,820,1050,160,2429.5,29.6,41.5,Crushed,Natural,42.9,Rehobuild - 850 * Dos 1.25 lit,Rehobuild - 850 , Dos 1.25 lit
1598,0,0,20,0,43,350,0.46,160,,0,1890,715,1175,220,2405,31.4,39.4,Natural,Natural,50,Type SD2-Gold * Dos 1.0 lit,Type SD2-Gold , Dos 1.0 lit
1599,0,0,20,0,43,350,0.48,180,,0,1870,730,1140,205,2407,32.8,40.4,Natural,Natural,48.5,Type SP40* Dos 1.0 lit,Type SP40, Dos 1.0 lit
1600,0,0,20,0,43,375,0.44,165,,0,1865,710,1155,200,2404,32.4,40.6,Natural,Natural,51.4,Type Reho Build 850 * Dos. 1.0 lit,Type Reho Build 850 , Dos. 1.0 lit
1601,0,0,20,0,43,375,0.48,180,,0,1845,685,1160,160,2454,32.2,40.6,Natural,Natural,56.4,Type SP901 Dos. 0.75lit,Type SP901 Dos. 0.75lit,
1602,0,0,20,0,43,365,0.45,165,,0,1870,700,1170,150,2415,32.1,40.8,Natural,Natural,0,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1603,0,0,20,0,43,365,0.46,170,,0,1865,650,1215,190,2404,32.9,41.2,Natural,Natural,48.3,SP 432 * Dos. 0.75 lit,SP 432 , Dos. 0.75 lit
1604,0,0,20,0,43,365,0.49,180,,0,1905,740,1065,150,2454,39.8,0,Crushed,Natural,47,Type * Dos. 1.0 lit,Type , Dos. 1.0 lit
1605,0,0,20,0,43,400,0.45,170,,0,1855,725,1130,200,2407,34.6,41.5,Natural,Natural,21,Type SP901 Dos. 1.0 lit,Type SP901 Dos. 1.0 lit,
1606,0,0,20,0,43,350,0.46,160,,0,1890,755,1135,195,2403,34.1,41.6,Natural,Natural,0,Type CF555 * Dos. 0.75 lit,Type CF555 , Dos. 0.75 lit
1607,0,0,20,0,43,400,0.44,175,,0,1825,805,1020,175,2413,28,41.7,Natural,Natural,37.9,Type SP901 * Dos. 1.25 lit,Type SP901 , Dos. 1.25 lit
1608,0,0,20,0,43,365,0.47,170,,0,1865,655,1210,160,2403,33.2,41.7,Natural,Natural,49.2,Type SP901 * Dos 1.0 lit,Type SP901 , Dos 1.0 lit
1609,0,0,20,0,43,365,0.49,180,,0,1905,740,1165,150,2465,39.8,48.9,Crushed,Natural,47,Type * Dos. 1.0 lit,Type , Dos. 1.0 lit
1610,0,0,20,0,43,375,0.45,170,,0,1855,725,1130,175,2404,34.7,42.3,Natural,Natural,0,Type Rehobuild 850 * Dos. 0.75 lit,Type Rehobuild 850 , Dos. 0.75 lit
1611,0,0,20,0,43,360,0.46,165,,0,1855,685,1170,150,2384,36.8,42.8,Natural,Natural,56,Type Euro Blast 8600 * Dos a lit,Type Euro Blast 8600 , Dos a lit
1612,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2406,35.4,43.3,Natural,Natural,31.3,Build 850 * Dos 1 lit,Build 850 , Dos 1 lit
1613,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2405,35.4,43.3,Natural,Natural,31.3,Build 850 * Dos 1 lit,Build 850 , Dos 1 lit
1614,0,0,20,0,43,315,0.49,165,,0,1940,735,1205,130,2418.67,32.7,0,Natural,Natural,46.6,Complast 432 1.5 lit,Complast 432 1.5 lit,
1615,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,120,2456,34.7,0,Crushed,Natural,43,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
1616,0,0,20,0,43,375,0.49,185,,0,1900,725,1175,200,2461.3,45.9,0,Crushed,Natural,61,Type Euro plast 8600 * Dos. 1.25 lit,Type Euro plast 8600 , Dos. 1.25 lit
1617,0,0,20,0,43,360,0.5,180,,0,1920,710,1210,130,2463,42.3,0,Crushed,Natural,61,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
1618,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,130,2454.3,31.1,0,Crushed,Natural,43,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
1619,0,0,20,0,43,375,0.48,180,,0,1825,675,1150,200,2386,37.2,0,Natural,Natural,52.1,CONPLAST RB264 *0.7 LIT,CONPLAST RB264 ,0.7 LIT
1620,0,0,20,0,43,370,0.46,170,,0,1850,740,1110,185,2393,33.4,0,Natural,Natural,29.8,R 2008 * Dos 1.0 & RX * Dos 0.5 lit,R 2008 , Dos 1.0 & RX * Dos 0.5 lit
1621,0,0,20,0,43,375,0.45,170,,0,1845,645,1200,200,2390,38.6,0,Natural,Natural,67.3,Reheo Build 850 * Dos. 1.0 lit,Reheo Build 850 , Dos. 1.0 lit
1622,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,120,2455,34.7,47.4,Crushed,Natural,43,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1623,0,0,20,0,43,360,0.5,180,,0,1920,710,1210,130,2465,42.3,49.5,Crushed,Natural,61,Type Euro Plast 8600 * Dos 1 lit,Type Euro Plast 8600 , Dos 1 lit
1624,0,0,20,0,43,360,0.5,180,,0,1910,710,1200,130,2455,31.1,44.8,Crushed,Natural,43,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
1625,0,0,20,0,43,365,0.51,185,,0,1900,800,1200,135,2453,35.4,0,Crushed,Natural,30.4,Type SP(FDN-5) * Dos. 2.5 lit,Type SP(FDN-5) , Dos. 2.5 lit
1626,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2454.3,26.8,0,Crushed,Natural,30.7,Type Flocrete EP 8600 * Dos. 4.875,Type Flocrete EP 8600 , Dos. 4.875
1627,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2453.67,26.8,0,Crushed,Natural,30.7,Type Flocrete EP 8600 * Dos. 4.875,Type Flocrete EP 8600 , Dos. 4.875
1628,0,0,20,0,43,375,0.47,175,,0,1910,725,1184,165,2435,26.8,34,Crushed,Natural,56,Type Rehobuild * 850 * Dos. 1.0 lit,Type Rehobuild , 850 * Dos. 1.0 lit
1629,0,0,20,0,43,375,0.45,170,,0,1845,645,1200,200,2390,38.6,48.3,Natural,Natural,67.3,Reheo Build 850 * Dos. 1.0 lit,Reheo Build 850 , Dos. 1.0 lit
1630,0,0,20,0,43,375,0.51,190,,0,1895,775,1120,190,2454,26.8,33.9,Crushed,Natural,30.7,Type Fosroc Conplast Wp400  * Dos 1.75 & Sp 8600 Dos .75 lit,Type Fosroc Conplast Wp400  , Dos 1.75 & Sp 8600 Dos .75 lit
1631,0,0,20,0,43,375,0.49,185,,0,1900,760,1110,175,2464,28.3,40,Crushed,Natural,49.2,Type Euro blast 8600 * Dos 1 lit,Type Euro blast 8600 , Dos 1 lit
1632,0,0,20,0,43,375,0.49,185,,0,1900,760,1140,175,2465,28.3,0,Crushed,Natural,49.2,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
1633,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,170,2453,38.7,0,Crushed,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1634,0,0,20,0,43,375,0.49,185,,0,1900,760,1140,175,2465,28.3,40,Crushed,Natural,49.2,Type Euro Plast 8600 * Dos. 1.0 lit,Type Euro Plast 8600 , Dos. 1.0 lit
1635,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,170,2455,38.7,47.2,Crushed,Natural,24,Type Euro 8600 * Dos. 1.0 lit,Type Euro 8600 , Dos. 1.0 lit
1636,0,0,20,0,43,385,0.49,190,,0,1890,815,1075,170,2463,34,0,Crushed,Natural,38.7,Type Caplast Super-R  * Dos. 1.4 lit,Type Caplast Super-R  , Dos. 1.4 lit
1637,0,0,20,0,43,375,0.49,185,,0,1900,725,1175,200,2461,45.9,54.3,Crushed,Natural,61,Type Euro Plast 8600 * Dos. 1.25 lit,Type Euro Plast 8600 , Dos. 1.25 lit
1638,0,0,20,0,43,365,0.45,165,,0,1870,730,1140,165,2405,35.4,0,Natural,Natural,31.3,Reho Build 850 * Dos. 1.0 lit,Reho Build 850 , Dos. 1.0 lit
1639,0,0,20,0,43,370,0.5,185,,0,1895,760,1135,150,2454,35,0,Crushed,Natural,66,Type Reho Build 850 * Dos. 1.0 lit,Type Reho Build 850 , Dos. 1.0 lit
1640,0,0,20,0,43,375,0.48,185,,0,1895,795,1100,180,2455,44.2,0,Crushed,Natural,41.9,Type * Dos. 1.4 lit,Type , Dos. 1.4 lit
1641,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2394,40,44.2,Natural,Natural,37.7,Reho Build 850 0.75 lit,Reho Build 850 0.75 lit,
1642,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2398,0,0,Natural,Natural,37.7,Reho Build 850 Dos * 0.75 lit,Reho Build 850 Dos , 0.75 lit
1643,0,0,20,0,43,370,0.5,185,,0,1895,760,1135,150,2455,35,44.8,Crushed,Natural,66,Type Reho Build 850 * Dos .75 lit,Type Reho Build 850 , Dos .75 lit
1644,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2454.5,29.8,0,Crushed,Natural,53.5,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
1645,0,0,20,0,43,375,0.48,180,,0,1895,760,1135,150,2455,29.8,39.3,Crushed,Natural,53.5,Type JY- 4 Pump-Aiding * Dos. 1.25 lit,Type JY- 4 Pump-Aiding , Dos. 1.25 lit
1646,0,0,20,0,43,375,0.49,185,,0,1890,795,1095,190,2453.3,41.1,0,Crushed,Natural,31,Type SP-337 * Dos. 1.0 lit,Type SP-337 , Dos. 1.0 lit
1647,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,150,2455,36.3,0,Crushed,Natural,41.4,Type RehoBuild 850 * Dos. 1.25 lit,Type RehoBuild 850 , Dos. 1.25 lit
1648,0,0,20,0,43,375,0.49,185,,0,1890,830,1160,180,2452.67,33.4,0,Crushed,Natural,41.4,Type TraplastSR/RX * Dos. 1.25 lit,Type TraplastSR/RX , Dos. 1.25 lit
1649,0,0,20,0,43,360,0.46,165,,0,1865,785,1080,170,2394,40,0,Natural,Natural,37.7,Reho Build 850 Dos * 0.75 lit,Reho Build 850 Dos , 0.75 lit
1650,0,0,20,0,43,375,0.48,185,,0,1895,795,1100,180,2455,44.2,49.1,Crushed,Natural,41.9,Type Dos 1.4,Type Dos 1.4,
